crop,N,P,K,temperature,humidity,ph,rainfall,yield
Coconut,86.18,51.63,157.59,28.87,100.0,5.7,116.93,9.88
Orange,75.96,82.47,66.08,23.25,99.51,6.4,74.09,17.46
Chickpea,17.24,49.82,25.22,20.1,24.47,6.57,45.19,2.08
Muskmelon,63.24,52.58,60.85,27.32,100.0,6.82,11.44,26.71
Kidneybeans,16.78,60.44,16.83,21.49,36.52,6.14,85.11,1.64
Watermelon,65.81,42.78,56.38,18.71,70.87,6.35,64.56,36.12
Coffee,113.96,48.48,59.57,29.26,41.3,6.95,255.89,1.42
Papaya,190.48,101.9,149.38,34.29,100.0,6.49,149.52,52.95
Banana,146.26,100.16,276.06,31.68,73.89,5.55,96.49,42.29
Blackgram,14.77,42.58,16.67,25.61,65.13,7.81,109.82,1.08
Pomegranate,172.9,91.73,69.1,19.76,99.02,5.95,140.28,16.09
Mango,220.64,74.25,154.82,30.05,37.95,6.2,108.54,9.47
Kidneybeans,20.61,61.29,20.76,18.07,14.24,6.61,64.29,1.25
Pomegranate,119.49,19.43,73.71,16.8,69.52,6.53,99.97,13.92
Coffee,101.03,55.97,58.63,34.77,85.77,7.01,133.13,1.78
Grapes,130.48,31.66,85.43,25.03,61.46,6.18,81.14,17.62
Pomegranate,159.57,71.25,70.88,16.69,71.21,6.48,138.38,15.51
Coffee,127.93,91.51,65.57,27.99,61.15,6.85,288.65,1.29
Pigeonpeas,32.11,42.6,19.96,24.89,55.59,5.46,103.84,1.91
Mungbean,25.61,28.53,19.42,29.42,61.21,6.52,50.19,0.83
Watermelon,105.48,42.34,55.17,25.96,100.0,5.96,55.1,33.13
Banana,189.92,106.58,371.03,23.72,84.76,7.38,59.07,45.26
Lentil,17.05,49.75,19.29,25.05,79.48,8.26,41.01,1.0
Kidneybeans,15.43,44.62,20.92,13.84,10.0,5.33,120.43,1.13
Rice,78.4,47.26,35.23,22.11,61.35,5.97,241.58,3.36
Coconut,101.19,55.04,134.77,21.01,91.33,5.33,204.4,11.3
Muskmelon,81.34,52.89,47.61,34.63,100.0,6.21,17.3,33.07
Mango,151.15,83.41,171.97,28.61,64.47,5.28,155.94,8.26
Banana,219.14,148.67,278.03,25.3,68.27,5.9,122.18,34.09
Pigeonpeas,20.73,54.94,22.56,30.81,63.99,5.24,144.74,1.69
Lentil,20.82,65.12,24.02,25.64,56.07,6.15,36.48,1.53
Orange,108.33,52.15,77.77,20.17,89.65,6.83,141.76,23.48
Pomegranate,170.28,63.86,72.96,16.67,95.38,6.13,88.2,16.3
Mungbean,15.06,38.29,24.26,29.09,100.0,7.39,51.98,1.04
Blackgram,13.79,33.06,15.33,26.95,78.89,7.42,51.83,1.4
Banana,184.45,104.15,369.12,27.48,83.23,5.67,107.94,42.45
Maize,104.19,40.99,32.55,21.45,50.37,6.64,88.66,5.47
Jute,80.08,38.29,33.48,25.89,80.25,7.0,162.38,3.34
Orange,74.15,64.11,93.05,21.37,100.0,6.7,138.59,17.39
Cotton,121.9,50.73,53.95,19.44,79.74,6.9,313.35,2.52
Coconut,82.94,46.41,142.28,22.09,81.42,5.05,154.65,16.34
Maize,108.25,51.82,53.76,11.87,80.61,6.89,104.01,6.61
Pigeonpeas,21.15,72.34,19.6,35.59,58.23,4.81,129.93,1.52
Banana,202.2,88.75,336.66,32.98,51.7,6.63,94.4,64.02
Kidneybeans,14.39,51.74,14.95,19.92,21.19,5.65,103.87,1.23
Mungbean,18.21,37.46,19.87,24.28,75.2,6.9,25.82,0.95
Muskmelon,79.67,44.98,41.62,30.05,64.69,6.31,17.17,25.14
Kidneybeans,14.74,45.04,13.77,16.86,15.52,5.88,98.77,1.21
Papaya,116.77,73.32,130.29,32.01,79.42,6.61,132.41,64.95
Mango,136.27,76.82,169.3,41.34,80.94,5.46,79.99,10.08
Jute,88.19,49.8,30.58,20.07,84.5,7.32,180.89,2.35
Pomegranate,149.88,90.27,67.2,26.62,87.32,7.13,162.39,13.13
Pigeonpeas,14.93,64.15,25.49,18.76,47.67,5.18,208.77,1.5
Lentil,18.82,45.91,26.22,23.97,63.41,8.23,44.93,0.97
Apple,116.85,45.47,68.36,23.53,100.0,5.24,138.39,30.27
Jute,59.52,33.53,46.58,25.35,100.0,6.91,137.75,2.7
Banana,165.37,63.69,219.64,28.05,96.02,5.25,144.9,38.76
Orange,148.38,61.65,84.86,25.29,69.93,6.78,97.98,22.34
Banana,209.09,100.13,281.04,33.0,100.0,5.27,95.71,53.76
Apple,120.77,64.56,52.45,11.98,100.0,5.44,123.2,31.82
Grapes,86.74,46.94,135.42,20.91,59.05,7.0,58.21,20.25
Maize,109.02,37.21,43.47,23.82,37.24,5.29,51.49,5.42
Watermelon,54.8,66.33,49.56,20.44,89.57,7.02,37.51,31.18
Coconut,96.47,58.94,180.62,25.54,80.37,7.0,130.49,14.92
Grapes,128.56,60.62,133.78,26.64,92.23,7.6,47.62,27.32
Jute,121.1,34.41,32.79,13.47,76.09,7.97,228.86,3.39
Mothbeans,15.96,40.17,26.99,34.03,50.44,5.43,39.33,0.76
Jute,103.0,41.12,25.22,27.09,59.16,7.46,174.45,2.3
Rice,78.0,28.41,42.04,27.88,78.31,7.59,241.48,3.27
Papaya,176.74,134.09,159.0,30.01,79.27,6.8,187.46,54.08
Papaya,160.88,117.58,90.8,33.99,100.0,7.08,129.27,48.64
Mothbeans,23.66,44.43,20.15,12.38,56.28,6.61,57.12,1.04
Maize,130.45,36.74,36.38,20.5,62.04,6.83,94.14,5.25
Jute,83.38,42.73,48.63,18.61,87.24,6.11,105.87,2.69
Watermelon,105.07,48.44,42.3,26.07,85.89,7.62,52.36,26.9
Apple,143.78,66.06,77.76,16.45,96.55,6.61,112.28,30.18
Mothbeans,16.76,30.48,21.0,22.46,53.53,7.08,55.46,0.7
Muskmelon,87.1,49.73,52.51,26.43,91.77,6.06,19.81,26.58
Mango,128.43,131.35,123.16,37.65,57.73,6.68,120.56,13.07
Jute,69.35,38.59,39.23,26.62,55.05,5.66,131.93,2.73
Pigeonpeas,22.58,40.69,21.59,27.03,26.04,6.06,179.2,1.58
Mothbeans,19.78,33.75,17.1,28.6,31.75,5.59,57.61,0.86
Cotton,116.62,51.2,67.57,16.93,46.57,6.73,211.53,2.11
Mothbeans,19.78,44.9,18.95,27.28,62.38,7.28,50.08,0.85
Muskmelon,62.17,58.27,53.94,34.67,82.7,6.57,22.3,28.72
Coffee,108.34,58.48,93.1,22.65,60.59,6.18,178.99,1.21
Papaya,175.39,143.13,142.05,32.68,100.0,6.49,121.1,64.37
Papaya,118.43,86.93,135.93,34.6,80.27,5.74,142.69,50.34
Coconut,90.83,54.94,136.0,20.05,100.0,5.92,207.38,8.89
Chickpea,22.53,53.05,15.86,17.96,10.17,6.98,90.68,2.35
Kidneybeans,22.67,42.52,21.73,21.16,33.99,6.06,98.21,1.15
Mungbean,13.6,42.01,23.71,21.26,68.86,6.6,42.68,1.18
Jute,102.48,30.52,38.95,18.79,61.02,6.73,211.37,2.52
Papaya,170.01,136.12,142.95,36.27,100.0,5.85,141.19,68.77
Kidneybeans,20.85,58.44,16.07,14.14,26.26,5.52,100.24,1.23
Coffee,126.61,67.96,71.69,22.36,48.59,7.39,138.2,1.63
Coffee,134.3,101.56,58.13,25.52,29.36,5.95,140.23,0.94
Kidneybeans,21.86,50.35,15.02,23.18,16.1,5.91,81.36,1.46
Blackgram,15.4,32.52,22.03,41.21,57.67,8.02,83.8,1.36
Lentil,22.71,44.26,25.62,23.3,78.29,6.4,60.29,1.38
Chickpea,27.08,44.66,19.74,16.66,34.57,7.55,114.18,2.76
Pigeonpeas,19.57,75.37,21.14,25.13,47.33,5.04,147.61,1.96
Kidneybeans,17.74,64.1,20.31,25.24,27.05,5.54,128.33,1.49
Muskmelon,108.3,45.48,56.67,28.08,87.0,5.08,18.68,27.71
Orange,102.98,46.73,58.42,20.84,86.18,7.71,74.86,14.46
Maize,84.86,36.21,39.82,31.04,86.58,5.02,97.49,5.79
Rice,103.39,52.67,36.7,23.72,100.0,5.36,234.59,3.36
Lentil,21.45,30.69,17.46,24.29,86.51,8.08,46.17,1.14
Maize,100.88,23.01,47.22,19.19,74.49,6.06,111.37,4.05
Rice,84.2,34.05,41.91,32.27,100.0,6.97,175.13,4.03
Mothbeans,16.99,33.88,19.63,26.19,65.64,7.66,47.15,1.07
Coconut,127.08,34.76,162.06,23.64,100.0,6.34,140.02,10.55
Chickpea,12.65,68.61,21.27,19.18,12.77,6.47,45.61,2.08
Pigeonpeas,20.47,68.72,18.98,22.87,63.4,5.32,145.64,1.61
Grapes,128.35,60.57,136.71,20.48,62.72,6.44,73.09,31.04
Jute,72.56,41.72,38.79,21.73,80.23,7.32,188.47,2.88
Orange,155.21,50.78,38.51,26.8,98.38,7.3,101.25,14.74
Pigeonpeas,29.64,83.44,24.0,28.97,18.9,5.37,131.04,1.71
Coffee,95.85,79.19,80.07,24.23,55.97,7.44,147.9,1.27
Cotton,93.14,39.49,49.73,26.78,93.33,7.63,200.55,1.79
Banana,215.4,126.76,345.75,26.11,90.87,5.44,126.97,47.53
Apple,104.8,77.48,56.29,13.41,100.0,6.09,135.43,35.49
Coffee,113.45,90.96,75.27,26.42,40.09,7.05,113.63,1.16
Watermelon,77.06,61.92,54.61,23.92,88.12,6.58,29.92,38.02
Mungbean,17.8,41.61,23.66,33.12,66.57,6.6,70.93,1.03
Grapes,99.23,74.01,129.78,19.57,86.43,5.95,59.39,24.67
Jute,97.97,46.13,48.48,15.14,89.46,5.77,175.27,2.39
Papaya,189.63,126.21,138.0,31.45,73.22,5.89,185.6,49.79
Orange,90.35,49.84,100.51,22.28,82.61,7.82,139.72,18.97
Muskmelon,70.49,44.66,46.37,33.8,83.14,6.76,18.65,25.32
Cotton,82.97,56.61,55.5,20.01,100.0,6.4,193.95,2.39
Rice,91.52,40.78,44.22,24.47,82.61,6.71,180.47,3.97
Mothbeans,24.18,42.06,24.04,35.67,70.68,7.72,36.44,1.03
Banana,165.44,142.55,314.08,39.28,65.65,5.54,92.83,48.54
Blackgram,16.2,35.38,15.89,25.33,58.1,7.48,77.03,1.41
Mango,152.88,91.52,154.61,25.06,26.12,4.95,66.2,11.4
Rice,90.15,48.68,31.47,32.37,55.97,6.25,236.97,4.31
Orange,87.57,60.83,108.46,17.25,61.44,6.85,166.26,19.87
Maize,68.1,49.91,32.44,26.07,47.9,7.61,67.77,5.3
Pomegranate,160.51,78.64,69.16,22.87,100.0,6.51,77.16,16.88
Coconut,100.21,37.15,178.81,22.82,86.38,6.08,141.91,11.06
Coffee,103.41,59.77,83.25,25.54,43.68,7.62,64.31,1.26
Pomegranate,168.81,62.31,102.8,21.11,96.89,5.12,81.87,21.74
Papaya,120.57,88.21,146.81,34.57,61.58,5.89,152.76,56.57
Chickpea,18.26,68.36,19.63,23.19,10.0,8.44,65.07,2.36
Cotton,120.59,52.81,57.14,23.0,90.74,7.13,139.72,3.26
Mango,112.53,100.82,151.45,37.14,26.46,5.61,77.8,9.87
Maize,115.95,45.99,32.32,21.33,48.6,6.69,113.01,5.88
Orange,87.81,62.75,86.18,25.53,100.0,6.75,80.47,12.57
Maize,140.88,45.63,43.7,18.67,65.99,6.24,85.09,6.39
Watermelon,84.17,58.11,44.45,30.82,68.48,7.82,37.51,37.3
Rice,85.95,43.73,39.53,25.03,95.33,6.69,244.36,4.16
Banana,190.55,50.84,311.86,17.98,89.75,5.3,135.76,34.85
Grapes,121.99,62.72,89.81,27.95,68.26,4.74,73.24,22.25
Pomegranate,91.88,77.72,79.85,21.59,76.44,6.33,96.5,19.43
Pigeonpeas,21.22,38.75,16.25,23.12,63.23,4.94,132.65,1.49
Pigeonpeas,22.46,56.02,21.65,28.51,36.97,6.39,103.59,1.35
Apple,106.6,46.95,64.4,18.31,96.42,6.19,104.13,38.21
Grapes,139.67,66.84,137.92,31.19,61.49,6.65,65.54,22.33
Mungbean,18.68,50.62,25.88,25.55,88.73,8.12,46.66,1.11
Banana,233.19,104.92,236.94,26.28,70.39,6.42,153.77,45.9
Maize,117.09,52.79,55.53,25.21,72.5,5.43,72.92,5.46
Maize,77.35,50.93,36.58,23.86,63.14,6.47,48.64,4.76
Mothbeans,21.74,61.64,12.48,26.22,35.07,7.19,53.2,0.88
Grapes,115.43,59.94,153.38,17.5,100.0,5.79,58.03,27.04
Blackgram,12.22,47.98,21.0,24.94,63.72,8.15,30.89,1.2
Muskmelon,74.55,56.72,45.61,28.4,100.0,5.05,18.03,23.98
Orange,142.55,69.77,56.34,30.14,86.32,6.93,93.59,17.93
Banana,272.45,111.81,266.04,30.04,72.54,4.76,74.71,43.12
Mungbean,17.9,42.7,24.44,25.61,90.63,7.03,56.92,0.98
Mothbeans,17.89,29.7,20.34,25.32,49.48,6.36,42.15,0.96
Mango,133.35,139.57,186.28,25.28,54.3,4.38,90.0,9.03
Banana,151.04,96.24,326.63,23.03,100.0,5.01,60.17,46.42
Blackgram,12.07,47.95,22.39,31.16,84.59,8.36,68.79,1.45
Lentil,22.17,39.33,18.49,18.38,60.93,6.59,40.58,1.07
Cotton,85.17,58.74,49.84,21.51,71.7,7.47,197.35,2.54
Cotton,105.03,56.68,47.87,27.65,87.81,7.08,209.65,2.59
Rice,83.09,43.54,58.34,22.66,83.38,5.45,221.01,4.12
Rice,67.04,29.3,48.54,25.83,78.77,7.15,266.38,3.61
Chickpea,16.27,57.37,17.1,10.22,20.28,6.73,92.42,2.46
Rice,68.91,27.23,33.25,22.82,73.88,7.26,244.9,3.86
Grapes,158.98,52.74,173.59,23.09,70.67,6.51,75.19,25.44
Banana,236.13,112.16,189.7,27.48,63.11,6.65,123.25,44.21
Rice,74.27,43.62,37.71,20.92,86.52,7.46,303.72,4.96
Maize,87.55,32.19,35.34,23.03,92.71,5.77,90.55,5.67
Mango,140.69,104.22,175.0,35.46,55.48,5.86,51.05,10.34
Jute,79.24,52.43,36.99,20.29,60.86,6.46,174.55,2.61
Banana,96.07,115.81,256.79,27.35,96.86,5.16,71.48,42.4
Papaya,131.63,85.92,152.03,36.03,95.01,6.57,159.55,66.79
Coffee,124.74,90.79,100.2,32.6,53.64,5.89,170.59,1.45
Muskmelon,48.53,48.21,54.5,24.06,87.58,5.68,28.11,27.48
Coconut,97.95,57.91,110.02,22.62,100.0,5.49,169.57,13.21
Apple,117.63,62.13,70.82,24.28,97.16,5.79,104.11,29.34
Chickpea,15.49,72.66,21.5,14.5,10.0,6.79,142.18,1.94
Coffee,116.81,75.52,92.91,29.53,50.81,7.7,148.01,1.78
Blackgram,17.74,34.6,24.01,31.59,76.09,6.87,38.03,1.12
Watermelon,84.61,69.35,64.1,30.29,87.66,7.09,39.27,38.9
Mungbean,17.29,27.31,24.06,19.7,61.87,6.91,46.29,1.02
Mango,98.2,76.93,183.67,31.83,47.91,5.08,112.16,9.76
Banana,212.8,82.55,298.66,24.16,47.55,6.8,91.77,41.55
Grapes,125.86,58.79,124.69,17.44,100.0,4.64,69.86,23.05
Orange,104.36,58.07,101.39,18.1,95.71,5.74,88.69,22.28
Kidneybeans,22.03,66.35,20.3,18.79,31.54,5.77,91.12,1.23
Watermelon,84.53,62.19,29.81,17.12,66.26,6.97,44.48,23.46
Watermelon,92.72,49.47,51.97,22.89,100.0,6.99,24.84,38.46
Blackgram,17.79,52.87,17.9,28.07,53.75,5.66,59.07,1.04
Mango,189.35,119.65,153.04,38.2,81.79,4.73,46.15,13.59
Mango,171.48,114.76,92.5,30.76,46.18,5.2,112.33,9.27
Grapes,120.59,71.56,127.58,24.85,99.41,5.74,59.54,26.02
Pigeonpeas,17.67,39.86,19.18,23.81,52.3,5.74,127.17,1.19
Watermelon,67.83,38.67,50.14,24.23,73.99,6.66,61.79,27.6
Rice,64.28,49.5,45.46,26.82,64.29,6.47,246.78,4.22
Rice,57.23,42.71,45.18,20.88,81.59,7.14,242.63,3.3
Coffee,172.06,103.81,69.53,27.29,53.6,7.0,117.0,1.84
Kidneybeans,24.21,62.69,20.95,24.02,22.51,5.59,92.2,1.33
Maize,68.65,37.45,37.31,24.11,73.35,6.52,98.21,4.33
Apple,114.1,64.77,81.33,18.44,76.36,6.7,117.05,36.12
Mungbean,27.21,28.78,17.76,30.49,84.01,6.09,63.04,0.86
Papaya,193.4,127.95,159.72,31.3,85.84,5.96,195.97,84.5
Mothbeans,21.7,47.8,19.13,26.22,59.65,7.4,62.12,0.9
Jute,99.42,45.39,40.82,23.98,68.85,6.09,143.63,2.97
Apple,125.67,65.32,50.08,20.73,94.65,4.37,149.14,32.28
Orange,119.98,69.64,94.89,24.21,100.0,8.86,131.93,16.98
Mungbean,12.44,35.3,20.4,24.61,94.44,7.03,66.32,1.28
Mothbeans,22.06,44.13,17.59,26.26,54.68,6.73,59.94,1.06
Blackgram,15.73,33.51,14.83,27.96,65.23,6.12,65.32,1.14
Grapes,125.41,67.88,139.5,25.07,100.0,5.77,83.94,24.52
Rice,56.38,33.13,42.59,27.17,70.46,5.51,134.6,4.22
Muskmelon,80.34,53.29,63.56,27.6,96.46,6.26,22.16,28.69
Grapes,87.8,54.45,95.12,22.16,67.68,4.89,78.57,22.58
Coffee,133.8,77.43,63.96,28.56,38.97,5.86,215.36,1.79
Coffee,127.5,50.39,83.73,27.06,65.06,6.78,154.75,1.42
Muskmelon,90.01,57.34,53.68,28.0,90.98,4.91,24.34,28.07
Apple,141.99,56.09,41.98,21.56,100.0,6.34,164.87,29.86
Orange,104.7,65.25,48.13,29.9,92.69,7.1,105.15,16.74
Apple,115.03,73.2,93.07,17.91,100.0,5.88,126.97,31.31
Banana,177.0,80.82,322.4,25.32,76.35,6.47,105.85,28.69
Cotton,73.36,73.98,64.23,27.46,57.77,8.02,185.04,2.99
Chickpea,20.41,59.97,20.45,17.83,34.13,7.28,89.2,2.91
Kidneybeans,18.9,62.42,22.22,26.48,40.97,5.71,69.78,1.43
Coconut,112.85,76.5,162.43,23.05,74.89,5.41,219.65,11.51
Orange,144.18,56.39,99.28,27.77,99.97,6.33,148.52,23.55
Chickpea,12.91,69.64,24.11,16.72,31.23,8.43,86.37,1.99
Jute,68.54,31.42,43.03,21.7,73.52,5.66,253.88,2.73
Kidneybeans,13.26,50.34,19.58,21.45,55.57,5.79,138.38,1.21
Muskmelon,83.2,46.98,72.53,31.05,87.23,6.61,35.0,28.97
Rice,86.55,33.91,14.64,19.06,92.43,6.75,167.93,2.51
Muskmelon,78.87,51.91,37.19,25.42,100.0,5.76,10.0,22.01
Pomegranate,133.39,91.79,88.41,18.6,80.47,6.58,76.92,21.84
Mango,139.46,90.62,156.21,31.71,16.68,6.21,124.33,10.99
Pomegranate,203.55,69.43,57.93,22.47,100.0,6.56,106.6,17.77
Coconut,100.46,35.01,125.48,27.65,88.38,6.14,225.36,13.32
Maize,100.83,44.49,51.22,24.45,61.91,5.58,66.6,5.8
Kidneybeans,19.29,70.03,16.18,18.43,10.0,6.25,97.26,1.38
Blackgram,18.47,53.69,22.25,32.6,81.65,6.23,83.89,1.25
Grapes,121.63,62.44,123.16,20.93,82.62,7.27,39.88,27.18
Watermelon,95.32,47.62,27.93,26.89,100.0,5.67,53.85,34.87
Coconut,101.82,47.52,111.8,26.51,100.0,5.08,97.58,12.9
Mothbeans,15.49,37.6,17.56,24.58,38.11,7.92,47.65,1.01
Coffee,122.9,57.01,81.96,24.51,35.26,6.65,115.81,1.37
Orange,98.88,67.28,93.99,21.59,82.72,5.65,137.92,21.74
Mango,120.17,133.1,139.69,28.43,66.08,5.35,103.44,12.7
Mango,139.16,93.97,97.03,28.96,79.9,5.32,122.07,7.9
Coconut,128.5,58.16,168.63,19.93,100.0,5.92,128.04,16.45
Grapes,144.28,53.38,124.41,18.59,67.04,6.32,113.45,23.32
Coconut,73.51,37.37,175.08,32.02,100.0,6.37,124.86,13.91
Maize,141.98,57.11,26.97,22.89,81.39,5.43,58.5,4.47
Coconut,91.61,50.92,188.26,23.68,62.18,5.05,133.33,9.41
Papaya,154.12,91.51,193.43,30.4,82.17,6.47,158.52,49.23
Watermelon,67.15,36.27,39.82,25.13,92.5,6.15,54.82,33.46
Chickpea,16.79,41.21,21.13,21.98,31.4,7.08,72.82,1.79
Mungbean,17.76,58.82,21.21,23.78,72.17,6.09,61.39,1.24
Kidneybeans,23.88,66.5,21.95,24.1,10.0,5.84,90.6,1.58
Grapes,94.99,45.08,146.34,22.41,84.36,4.01,72.83,24.54
Maize,82.61,34.25,39.16,26.45,92.17,6.44,85.13,5.69
Pigeonpeas,17.57,78.76,21.86,29.51,25.68,6.49,144.0,1.67
Jute,76.17,60.53,49.12,20.61,74.98,7.7,233.26,3.09
Coconut,92.48,48.39,163.14,25.43,100.0,6.5,142.63,11.73
Mango,172.54,100.25,113.62,36.09,38.98,5.79,63.18,14.74
Mango,177.58,119.34,158.93,27.26,51.83,5.87,58.73,9.43
Rice,98.18,47.1,32.95,26.39,89.96,5.86,264.23,2.07
Apple,186.05,62.59,58.32,20.18,88.98,6.93,69.42,40.49
Lentil,19.85,46.48,21.09,24.51,83.72,5.5,35.7,1.22
Jute,87.85,51.5,40.66,20.94,56.94,6.43,80.68,3.52
Pigeonpeas,20.23,75.87,20.06,24.76,22.87,5.75,215.42,1.55
Jute,107.6,42.94,35.87,23.23,83.17,8.27,199.51,2.52
Blackgram,14.94,35.61,17.94,27.66,54.19,6.54,57.85,1.31
Mango,179.74,87.12,186.27,30.9,59.54,5.27,81.23,11.79
Papaya,149.48,98.42,108.17,38.42,74.9,6.87,96.74,53.88
Grapes,98.76,77.0,142.59,18.85,52.91,6.25,84.15,23.78
Banana,238.05,82.27,259.89,26.27,80.4,5.32,114.27,50.78
Pigeonpeas,12.78,74.73,18.32,29.72,54.41,4.98,56.78,1.18
Mango,149.43,110.63,203.82,32.28,21.59,6.92,129.1,11.27
Coffee,32.33,88.67,79.1,24.8,68.7,5.53,107.84,0.78
Apple,136.98,79.7,52.45,28.13,100.0,5.83,116.84,32.2
Rice,93.82,48.67,32.74,21.91,86.9,5.44,234.51,3.48
Cotton,82.24,46.11,41.54,27.52,56.94,7.69,166.49,3.0
Coconut,106.61,49.05,209.56,34.4,91.6,5.14,203.61,14.05
Lentil,20.12,42.26,24.56,28.58,67.31,7.58,53.81,1.46
Apple,107.34,43.77,60.96,28.54,73.99,6.31,101.92,23.13
Muskmelon,90.27,57.66,42.87,30.81,83.03,5.75,16.38,27.76
Muskmelon,65.52,47.63,55.7,31.42,68.32,5.73,18.52,29.18
Jute,104.99,49.88,32.14,21.75,51.99,7.04,124.62,2.27
Coconut,79.27,41.66,146.2,28.27,79.69,6.86,208.86,15.09
Coffee,94.02,63.47,85.29,29.71,28.51,8.08,209.48,1.74
Rice,61.98,48.34,46.41,18.06,79.67,6.57,163.59,3.7
Jute,83.95,47.29,56.37,20.3,90.95,6.38,74.98,2.89
Jute,70.96,39.37,48.58,28.77,98.19,6.72,182.02,3.32
Muskmelon,83.46,54.71,56.74,28.68,91.56,6.64,24.68,32.66
Lentil,18.46,56.65,16.89,25.4,71.99,7.4,39.08,1.52
Rice,64.32,39.19,48.92,25.03,78.85,7.17,233.43,3.62
Coconut,91.7,46.58,119.48,32.62,97.32,5.28,182.49,11.53
Blackgram,17.73,21.29,8.39,29.7,62.0,7.53,87.68,0.84
Watermelon,79.76,60.15,65.61,34.16,76.14,7.6,55.2,33.24
Jute,113.83,38.58,50.17,25.62,90.04,6.82,113.81,3.12
Blackgram,13.55,43.27,23.13,34.15,46.28,5.69,63.88,1.11
Rice,63.01,29.75,32.69,27.49,87.79,7.54,322.78,4.62
Chickpea,19.6,65.82,15.71,11.98,10.0,7.05,114.18,2.88
Orange,122.24,60.54,82.7,23.78,100.0,8.15,79.0,19.13
Muskmelon,43.39,38.14,66.85,28.09,90.32,5.39,23.91,23.03
Cotton,114.82,35.38,52.58,17.86,78.5,8.24,165.21,2.51
Jute,87.47,46.06,32.52,19.51,100.0,7.01,129.36,2.36
Mango,105.71,112.64,139.14,38.13,41.06,6.31,113.79,13.06
Coffee,132.02,105.35,90.8,17.97,64.5,7.1,171.12,1.79
Rice,42.87,46.01,44.35,20.48,88.7,5.55,283.68,2.67
Papaya,130.58,86.73,172.58,35.54,96.15,6.92,124.56,62.71
Banana,207.31,89.92,283.08,31.44,91.33,7.0,135.62,38.83
Papaya,169.22,143.5,145.91,40.29,96.28,6.96,113.18,39.22
Mothbeans,24.4,50.78,24.71,29.21,57.38,6.88,21.98,0.9
Orange,81.05,69.15,92.21,18.19,100.0,7.33,91.22,15.05
Rice,81.99,39.35,38.55,22.66,87.05,5.32,133.22,2.75
Apple,124.45,55.76,53.44,23.57,84.64,5.16,90.57,29.0
Mungbean,14.57,44.11,20.73,31.94,94.67,6.39,58.19,0.73
Pigeonpeas,19.43,40.09,21.18,26.89,63.54,5.57,103.86,1.26
Rice,108.87,42.38,24.8,21.82,96.96,5.92,130.47,3.73
Coffee,66.12,79.1,89.4,27.18,81.8,7.15,198.75,1.06
Kidneybeans,15.87,72.48,25.2,11.59,21.76,4.71,129.12,1.43
Chickpea,18.45,66.42,22.31,19.42,10.0,6.57,57.93,2.33
Coffee,122.79,75.2,107.96,28.84,41.97,6.69,175.6,1.52
Blackgram,13.89,36.06,27.21,26.36,43.71,6.99,65.08,1.43
Apple,138.72,69.16,50.1,17.34,65.82,6.74,124.13,32.75
Mungbean,26.63,43.6,15.45,34.88,69.4,7.19,52.19,1.2
Apple,75.85,70.37,62.65,27.81,90.5,5.18,130.32,28.33
Jute,80.92,45.24,50.34,27.13,78.46,6.77,157.6,2.38
Cotton,71.54,50.51,51.98,25.94,81.32,6.41,198.05,2.21
Rice,78.4,46.87,37.34,30.73,99.12,5.58,264.02,3.46
Watermelon,83.54,53.34,52.38,29.79,100.0,6.89,23.06,42.76
Grapes,95.6,92.06,146.3,19.17,70.72,7.98,89.28,23.04
Mothbeans,18.55,35.95,14.46,25.61,25.09,6.22,67.07,1.03
Muskmelon,76.13,47.11,73.85,30.83,98.77,6.39,14.91,29.9
Banana,218.1,110.75,265.93,24.02,79.99,5.73,107.06,46.42
Mungbean,30.49,37.15,20.59,27.2,100.0,7.43,66.73,1.26
Chickpea,9.36,64.12,23.09,17.88,14.43,7.26,66.97,1.84
Cotton,99.06,49.8,47.34,29.53,57.35,6.16,108.77,2.5
Watermelon,70.89,44.17,47.98,25.48,85.14,5.5,53.76,38.11
Pigeonpeas,19.8,64.6,25.1,37.74,72.48,5.55,164.67,1.29
Pomegranate,140.26,59.54,96.98,23.54,89.75,5.81,52.31,15.38
Grapes,74.76,41.17,111.52,18.56,78.34,5.91,70.37,17.08
Coffee,113.18,73.98,81.1,27.82,70.46,7.54,68.61,1.62
Blackgram,10.0,56.53,24.33,35.99,79.44,7.2,64.32,1.05
Coconut,122.99,45.41,126.75,32.02,61.92,6.6,243.39,14.79
Maize,76.63,41.94,33.81,23.63,77.32,5.74,75.49,5.22
Orange,90.29,67.78,66.01,20.73,97.02,4.91,131.38,16.54
Cotton,113.21,58.11,26.2,25.99,69.91,7.07,222.97,2.98
Coffee,103.19,99.24,71.7,25.92,61.99,6.79,134.96,1.55
Mango,194.87,109.73,116.02,26.56,40.38,6.49,78.93,9.62
Grapes,98.7,51.2,169.28,21.82,87.79,5.95,59.77,17.24
Rice,85.25,55.8,48.53,20.43,56.74,5.57,244.19,3.63
Coconut,90.15,45.46,134.13,32.33,93.62,7.16,151.28,10.52
Papaya,136.93,88.83,170.18,36.17,100.0,6.54,150.22,53.93
Rice,73.94,38.35,45.68,33.86,70.72,6.14,258.61,4.02
Coconut,97.37,48.11,144.54,22.49,80.17,6.25,116.26,16.73
Coffee,123.99,79.22,71.17,30.1,77.15,6.58,189.2,1.41
Lentil,16.53,34.61,16.07,26.79,41.35,6.68,32.66,1.3
