crop,N,P,K,temperature,humidity,ph,rainfall,yield
Mungbean,19,40,15,31.0,98.1,6.42,57.8,0.87
Mungbean,12,41,23,29.9,90.6,7.26,57.1,0.82
Mungbean,15,37,21,28.7,73.2,6.93,55.4,0.89
Mungbean,14,46,19,25.1,92.8,7.82,55.1,0.85
Mungbean,21,23,17,31.0,81.3,6.08,57.6,0.84
Mungbean,19,46,21,24.3,77.0,6.53,52.1,0.85
Mungbean,15,45,18,31.2,86.6,6.17,55.0,0.83
Mungbean,18,28,23,30.9,83.4,7.17,44.4,0.84
Mungbean,15,26,15,31.6,77.5,6.09,57.3,0.75
Mungbean,20,34,21,32.5,79.6,7.77,43.4,0.82
Mungbean,23,39,12,24.7,96.1,6.07,51.8,0.84
Mungbean,16,46,16,25.8,71.4,6.44,54.5,0.84
Mungbean,11,30,11,22.7,70.5,6.37,52.2,0.73
Mungbean,13,21,11,24.5,73.7,6.67,43.3,0.73
Mungbean,17,44,15,25.7,98.9,7.05,40.1,0.87
Mungbean,19,33,11,28.5,94.4,7.4,46.6,0.81
Mungbean,16,38,19,23.1,82.1,6.9,58.0,0.8
Mungbean,17,43,15,23.0,78.2,7.55,49.0,0.82
Mungbean,13,43,12,31.9,90.2,6.4,54.8,0.8
Mungbean,14,36,11,22.8,92.4,6.34,52.6,0.8
Mungbean,15,45,21,28.8,100.8,7.42,53.3,0.87
Mungbean,13,23,21,33.6,92.0,7.28,50.9,0.77
Mungbean,10,44,17,23.5,81.5,7.06,49.9,0.83
Mungbean,10,27,11,26.1,76.4,7.18,50.9,0.76
Mungbean,11,44,23,26.9,68.1,6.74,42.6,0.86
Mungbean,20,35,17,26.5,77.4,7.66,39.4,0.87
Mungbean,13,41,15,25.0,85.1,7.28,45.0,0.84
Mungbean,11,31,16,32.3,79.1,6.51,40.9,0.81
Mungbean,15,26,19,26.3,68.9,6.03,42.4,0.76
Mungbean,21,22,22,25.1,71.0,6.93,45.7,0.85
Mungbean,19,35,10,24.9,95.5,6.8,56.1,0.8
Mungbean,16,43,19,24.6,79.7,7.74,49.0,0.89
Mungbean,14,23,22,30.2,68.2,6.68,41.0,0.8
Mungbean,13,37,17,26.0,76.1,6.4,46.7,0.84
Mungbean,16,43,16,32.1,82.8,6.67,40.4,0.81
Mungbean,14,46,21,32.8,95.2,7.18,48.1,0.88
Mungbean,21,37,16,25.0,75.7,7.07,42.7,0.84
Mungbean,21,40,14,30.9,85.0,7.92,58.4,0.82
Mungbean,20,28,13,28.4,69.5,7.67,45.1,0.8
Mungbean,21,43,17,33.5,81.2,7.61,56.0,0.83
Mungbean,10,36,21,32.4,80.2,7.71,50.6,0.84
Mungbean,15,23,11,27.8,101.8,6.5,48.5,0.77
Mungbean,14,40,15,27.6,85.4,6.18,54.7,0.82
Mungbean,18,28,14,33.0,91.1,7.07,54.1,0.81
Mungbean,13,39,17,26.3,82.2,6.65,55.7,0.84
Mungbean,18,45,23,30.4,81.9,6.14,43.5,0.87
Mungbean,17,20,20,27.4,83.0,7.1,48.1,0.83
Mungbean,20,25,17,31.6,72.9,6.83,43.6,0.79
Mungbean,20,41,16,29.9,70.9,7.44,57.7,0.88
Mungbean,11,35,15,24.5,95.0,7.87,47.2,0.8
Mungbean,12,25,13,30.1,94.4,6.16,40.2,0.77
Mungbean,23,27,15,31.2,95.7,7.59,56.6,0.85
Mungbean,15,47,13,24.9,99.2,6.58,47.0,0.79
Mungbean,14,35,15,31.1,88.4,6.91,41.0,0.79
Mungbean,20,21,20,32.0,77.0,7.58,49.6,0.81
Mungbean,17,41,14,23.6,100.7,7.45,51.6,0.82
Mungbean,10,24,14,25.9,72.9,6.54,54.9,0.79
Mungbean,15,47,23,26.5,95.2,7.64,48.6,0.91
Mungbean,17,37,16,26.8,91.1,7.36,40.0,0.87
Mungbean,12,26,11,27.8,98.7,7.87,41.0,0.78
Mungbean,17,47,22,33.1,94.4,6.98,52.2,0.87
Mungbean,17,33,22,28.2,74.9,6.02,54.8,0.87
Mungbean,21,35,21,24.3,95.8,7.24,48.5,0.86
Mungbean,14,31,13,30.9,86.4,6.84,49.1,0.77
Mungbean,11,21,17,25.9,91.3,5.91,42.1,0.78
Mungbean,20,38,10,30.5,84.6,7.83,45.0,0.79
Mungbean,13,33,11,32.1,70.3,6.42,56.2,0.76
Mungbean,22,28,20,31.1,80.1,7.27,47.2,0.85
Mungbean,13,43,13,30.5,69.9,7.45,49.7,0.79
Mungbean,17,46,12,22.6,100.9,6.89,49.2,0.86
Mungbean,19,26,17,29.6,82.5,7.65,54.8,0.81
Mungbean,23,24,11,27.8,77.1,6.57,52.2,0.83
Mungbean,18,32,11,22.9,71.6,7.13,47.7,0.82
Mungbean,16,23,18,26.3,87.4,7.62,40.1,0.77
Mungbean,20,29,13,30.3,101.0,5.87,48.0,0.79
Mungbean,19,25,16,26.2,73.5,6.58,57.0,0.84
Mungbean,18,30,14,23.8,82.6,7.12,43.3,0.81
Mungbean,13,24,10,31.2,79.4,6.49,57.6,0.78
Mungbean,23,46,22,25.7,95.6,7.07,55.4,0.86
Mungbean,11,36,17,28.5,91.6,7.22,42.7,0.85
Mungbean,23,45,20,25.0,99.4,7.5,47.7,0.88
Mungbean,22,27,12,25.8,89.4,6.49,45.9,0.85
Mungbean,17,24,23,26.6,84.2,6.71,45.8,0.86
Mungbean,14,45,22,29.7,96.4,7.05,51.2,0.89
Mungbean,13,45,19,29.6,72.3,7.65,48.4,0.88
Mungbean,18,40,17,22.5,70.2,6.86,52.9,0.83
Mungbean,11,44,15,30.2,100.9,6.13,55.5,0.78
Mungbean,12,20,15,29.1,69.8,7.35,54.1,0.74
Mungbean,21,47,22,30.0,73.0,7.82,43.9,0.85
Mungbean,16,42,15,32.6,76.8,6.54,58.0,0.83
Mungbean,21,44,18,28.2,72.3,6.33,51.2,0.92
Mungbean,18,47,13,31.4,73.6,7.18,50.5,0.87
Mungbean,23,38,14,27.1,82.1,7.5,52.8,0.88
Mungbean,11,29,22,22.6,73.7,7.75,47.7,0.82
Mungbean,16,41,15,22.5,92.5,7.03,42.0,0.83
Mungbean,19,37,16,31.8,81.8,7.2,56.1,0.82
Mungbean,16,33,21,30.3,78.8,5.97,52.1,0.87
Mungbean,12,26,15,27.9,72.9,5.99,53.0,0.77
Mungbean,23,42,13,28.8,89.1,6.34,45.2,0.87
Mungbean,18,27,21,30.7,90.8,7.5,56.2,0.85
Mungbean,12,33,19,26.1,74.7,7.57,55.4,0.77
Mungbean,13,20,16,25.5,76.5,7.27,56.8,0.73
Mungbean,23,31,11,24.4,78.0,6.39,48.5,0.83
Mungbean,17,25,21,24.2,76.2,6.54,46.0,0.79
Mungbean,10,26,11,23.5,69.0,6.62,53.1,0.73
Mungbean,17,33,21,33.1,77.1,5.97,58.8,0.79
Mungbean,22,42,19,33.0,81.4,7.09,40.6,0.84
Mungbean,21,43,11,25.0,95.2,6.87,39.9,0.83
Mungbean,18,43,21,30.6,98.1,6.59,56.9,0.88
Mungbean,20,28,23,32.8,101.1,7.68,51.3,0.8
Mungbean,19,44,14,28.0,72.1,6.76,57.5,0.82
Mungbean,23,37,11,25.5,76.4,6.76,55.7,0.85
Mungbean,11,43,19,32.2,90.3,7.35,56.7,0.8
Mungbean,11,44,10,27.3,70.5,6.18,40.0,0.77
Mungbean,17,30,21,29.9,82.3,7.68,47.9,0.83
Mungbean,19,39,15,32.6,85.2,7.09,53.8,0.81
Mungbean,11,27,20,30.6,96.9,7.11,53.6,0.8
Mungbean,17,34,11,29.1,69.3,7.72,54.9,0.8
Mungbean,15,26,17,27.0,85.3,7.38,53.1,0.78
Mungbean,21,29,15,29.1,101.8,7.23,51.5,0.82
Mungbean,23,41,17,24.2,84.3,5.89,49.5,0.91
Mungbean,20,24,10,29.5,86.8,7.82,52.4,0.78
Mungbean,12,25,12,27.1,68.6,7.37,49.3,0.78
Mungbean,10,34,10,26.9,83.1,7.44,56.5,0.78
Mungbean,23,30,18,26.3,77.7,6.72,50.0,0.89
Mungbean,13,33,17,33.0,80.9,6.73,49.3,0.81
Mungbean,22,29,16,23.5,82.4,5.96,46.1,0.85
Mungbean,21,42,12,25.8,99.5,5.97,41.0,0.83
Mungbean,16,36,12,30.5,72.6,7.85,49.6,0.8
Mungbean,20,25,20,30.3,84.4,7.27,43.9,0.81
Mungbean,16,35,11,31.2,96.5,6.45,41.3,0.79
Mungbean,12,43,12,29.8,72.7,7.56,46.5,0.79
Mungbean,10,21,14,29.0,69.1,7.36,58.7,0.75
Mungbean,18,35,12,31.9,81.6,6.94,48.2,0.82
Mungbean,14,22,13,24.7,95.0,6.95,44.7,0.79
Mungbean,10,20,11,24.9,73.4,7.8,45.2,0.76
Mungbean,16,47,13,27.3,87.3,6.72,58.1,0.88
Mungbean,15,30,17,28.0,74.6,7.12,41.2,0.8
Mungbean,12,24,20,29.5,69.9,6.38,42.5,0.76
Mungbean,22,28,15,30.7,83.4,7.84,55.8,0.8
Mungbean,11,30,17,22.9,76.9,7.63,57.3,0.75
Mungbean,22,44,10,23.2,81.7,6.99,40.1,0.8
Mungbean,12,36,16,28.6,94.2,7.14,48.7,0.83
Mungbean,15,25,11,24.0,81.3,7.01,45.5,0.8
Mungbean,22,28,12,24.0,95.2,7.01,44.3,0.79
Mungbean,17,31,20,25.1,83.7,6.49,48.3,0.81
Mungbean,23,43,22,32.6,69.1,7.27,42.2,0.89
Mungbean,21,45,21,29.2,76.5,5.88,50.4,0.85
Mungbean,13,46,21,32.2,87.3,7.58,53.8,0.88
Mungbean,21,37,20,31.9,80.9,7.11,52.1,0.91
Mungbean,20,31,17,31.1,77.8,6.32,58.2,0.79
Mungbean,11,41,17,23.6,97.2,7.18,56.0,0.79
Mungbean,23,29,11,30.3,73.3,6.79,51.7,0.82
Mungbean,10,28,10,26.4,68.0,7.51,53.8,0.77
Mungbean,22,32,14,31.6,83.6,5.91,43.4,0.8
Mungbean,21,29,22,25.4,84.1,6.18,57.7,0.84
Mungbean,23,36,21,27.5,77.1,7.64,43.6,0.91
Mungbean,13,37,18,32.7,85.9,7.82,39.3,0.79
Mungbean,11,26,20,33.6,77.8,7.17,42.8,0.82
Mungbean,10,43,10,24.3,93.8,6.35,48.0,0.75
Mungbean,19,21,16,33.0,76.2,5.94,52.6,0.75
Mungbean,17,31,14,27.0,71.2,6.69,45.5,0.8
Mungbean,14,21,16,33.0,81.6,7.68,50.9,0.77
Mungbean,18,36,17,25.4,76.6,5.89,40.6,0.83
Mungbean,15,22,23,32.7,83.5,7.42,48.4,0.82
Mungbean,23,41,13,27.8,87.5,6.27,45.3,0.84
Mungbean,23,21,17,23.6,98.1,7.05,47.9,0.84
Mungbean,21,47,13,22.7,99.3,6.47,44.5,0.87
Mungbean,21,29,18,27.4,75.7,7.24,43.8,0.83
Mungbean,17,31,19,26.2,100.0,7.91,43.7,0.82
Mungbean,19,42,20,26.4,98.8,7.43,56.4,0.84
Mungbean,19,36,12,29.4,101.3,6.66,43.4,0.78
Mungbean,20,33,21,25.0,101.8,7.04,43.4,0.83
Mungbean,15,45,13,27.9,92.6,6.27,57.4,0.84
Mungbean,17,29,17,32.0,101.0,7.15,44.0,0.84
Mungbean,19,30,16,23.4,91.8,7.85,58.6,0.78
Mungbean,12,23,20,32.7,81.3,6.76,57.6,0.78
Mungbean,17,22,22,31.6,83.7,7.69,41.7,0.79
Mungbean,11,20,19,29.0,88.8,6.63,57.5,0.77
Mungbean,14,25,18,30.2,83.2,6.48,41.2,0.84
Mungbean,19,30,10,32.2,88.4,7.23,43.9,0.8
Mungbean,21,22,17,26.8,100.4,6.18,50.6,0.8
Mungbean,18,43,10,22.7,99.4,5.98,46.8,0.77
Mungbean,11,46,21,29.9,93.5,6.54,40.8,0.8
Mungbean,10,36,12,25.3,76.6,7.16,54.3,0.78
Mungbean,11,22,13,22.9,93.2,7.22,49.2,0.73
Mungbean,21,38,15,28.8,69.7,7.83,52.5,0.87
Mungbean,21,43,16,24.6,99.7,6.41,40.6,0.82
Mungbean,11,38,23,27.6,89.4,6.72,51.5,0.89
Mungbean,15,28,15,29.2,72.3,7.92,40.6,0.79
Mungbean,22,20,12,23.3,92.7,6.46,47.0,0.79
Mungbean,10,37,23,24.9,69.0,6.41,42.9,0.78
Mungbean,18,37,15,24.5,99.0,6.0,51.1,0.85
Mungbean,16,20,13,24.9,87.6,7.05,40.5,0.75
Mungbean,12,29,21,28.4,98.1,6.7,51.6,0.82
Mungbean,11,30,18,27.6,76.8,7.04,55.8,0.83
Mungbean,12,25,12,29.3,93.9,7.28,44.3,0.75
Mungbean,23,42,20,27.2,91.9,6.92,49.8,0.94
Mungbean,22,22,20,24.9,69.6,7.12,44.2,0.83
Mungbean,14,33,11,26.1,91.9,7.23,50.8,0.81
Mungbean,20,45,19,24.3,84.4,7.13,48.6,0.86
Mungbean,14,22,12,30.4,77.1,6.35,46.8,0.74
Mungbean,15,44,23,26.8,68.8,6.54,42.1,0.84
Mungbean,17,20,18,26.3,89.1,6.88,50.3,0.84
Mungbean,20,47,21,24.6,96.2,7.63,58.3,0.85
Mungbean,14,35,19,24.0,92.5,6.04,44.5,0.78
Mungbean,19,47,23,27.5,75.4,6.17,49.5,0.88
Mungbean,23,32,16,23.6,80.4,7.38,50.1,0.82
Mungbean,12,42,17,26.4,100.5,7.83,39.8,0.82
Mungbean,18,24,13,29.5,72.7,7.86,48.3,0.82
Mungbean,12,23,22,30.0,85.7,6.22,43.2,0.8
Mungbean,20,47,20,25.7,79.9,6.84,42.8,0.84
Mungbean,18,43,17,23.9,84.0,6.01,55.5,0.86
Mungbean,12,37,16,32.3,89.4,6.19,45.6,0.82
Mungbean,14,29,19,22.6,100.5,5.93,56.5,0.75
Mungbean,14,35,13,23.8,82.6,7.29,42.6,0.76
Mungbean,15,47,11,25.1,69.3,6.96,53.8,0.77
Mungbean,22,38,19,32.2,89.8,6.81,43.1,0.9
Mungbean,18,47,20,24.0,100.5,7.12,39.8,0.88
Mungbean,19,26,15,32.5,82.5,7.02,46.8,0.84
Mungbean,14,26,22,25.2,77.5,7.82,44.2,0.8
Mungbean,16,27,16,22.7,86.6,7.39,44.9,0.81
Mungbean,11,40,11,27.0,72.9,7.58,57.7,0.75
Mungbean,10,23,11,26.4,78.8,7.13,39.6,0.77
Mungbean,18,47,15,30.6,94.3,7.6,41.6,0.85
Mungbean,15,39,19,23.9,95.0,5.96,50.0,0.83
Mungbean,17,47,19,29.5,76.0,7.4,57.3,0.89
Mungbean,21,28,23,24.4,79.6,6.28,56.3,0.84
Mungbean,20,22,22,31.1,95.8,7.28,45.5,0.86
Mungbean,16,39,17,24.4,69.4,6.79,40.8,0.82
Mungbean,10,26,13,33.2,95.3,7.52,49.7,0.72
Mungbean,20,33,21,27.2,95.2,6.51,55.9,0.89
Mungbean,12,47,13,33.1,79.2,6.48,52.8,0.83
Mungbean,18,25,14,31.3,87.2,6.79,47.9,0.82
Mungbean,23,22,19,31.2,101.6,6.33,54.8,0.84
Mungbean,20,33,23,27.4,76.5,7.28,54.2,0.83
Mungbean,15,35,23,31.9,100.9,7.75,50.4,0.79
Mungbean,20,44,19,33.2,74.2,6.28,54.4,0.88
Mungbean,18,30,10,28.2,77.3,7.41,47.7,0.78
Mungbean,17,36,17,29.3,75.7,7.77,52.7,0.81
Mungbean,22,40,20,30.6,87.5,6.86,54.0,0.92
Mungbean,21,23,11,32.6,79.2,5.97,46.9,0.81
Mungbean,21,25,19,30.8,98.0,7.69,52.5,0.8
Mungbean,15,37,23,32.0,85.4,6.08,49.2,0.88
Mungbean,13,26,18,26.8,76.3,7.72,53.2,0.76
Mungbean,10,26,18,29.3,101.3,7.82,55.9,0.78
Mungbean,14,27,16,32.5,90.4,6.51,56.2,0.76
Mungbean,23,32,18,31.7,93.3,7.19,41.9,0.88
Mungbean,13,26,20,31.7,101.8,6.67,41.3,0.82
Mungbean,20,26,18,32.7,75.1,6.55,51.2,0.84
Mungbean,19,35,10,31.5,91.9,6.75,50.4,0.82
Mungbean,14,34,13,29.9,79.2,7.52,52.3,0.77
Mungbean,16,28,21,33.5,91.0,7.84,48.8,0.8
Mungbean,23,38,11,30.1,83.8,6.06,58.0,0.86
Mungbean,18,25,19,29.6,68.1,6.32,49.2,0.83
Mungbean,12,25,19,26.0,68.5,6.71,56.9,0.79
Mungbean,14,46,14,31.0,92.8,7.45,43.6,0.86
Mungbean,23,39,15,24.6,83.6,7.25,45.3,0.85
Mungbean,11,37,12,29.1,69.8,6.13,41.9,0.76
Mungbean,16,28,21,26.1,69.1,6.6,44.0,0.81
Mungbean,19,47,10,33.4,69.2,6.84,47.3,0.79
Mungbean,15,28,23,31.3,87.2,7.52,54.9,0.8
Mungbean,12,35,13,29.8,71.2,6.85,51.6,0.81
Mungbean,20,43,14,27.3,81.8,6.21,57.0,0.82
Mungbean,23,38,19,29.5,80.4,6.73,45.0,0.9
Mungbean,13,20,13,26.5,95.6,6.55,45.9,0.74
Mungbean,15,39,16,28.0,84.6,7.53,49.8,0.83
Mungbean,21,26,11,27.0,101.5,7.11,50.5,0.79
Mungbean,21,20,17,30.2,96.0,6.65,47.0,0.83
Mungbean,21,23,23,32.4,87.1,7.28,42.8,0.81
Blackgram,22,38,18,24.3,54.7,6.2,75.4,0.8
Blackgram,28,25,25,35.5,69.6,6.24,59.1,0.82
Blackgram,16,35,13,29.2,64.4,6.37,58.8,0.75
Blackgram,13,47,24,33.1,73.3,7.49,70.4,0.85
Blackgram,25,30,28,33.4,67.8,7.96,57.5,0.81
Blackgram,20,30,28,24.5,53.4,8.03,69.6,0.81
Blackgram,23,40,17,29.4,53.4,7.33,62.2,0.82
Blackgram,21,56,26,34.7,76.3,6.54,56.1,0.82
Blackgram,24,54,25,24.3,54.1,7.03,81.5,0.86
Blackgram,13,35,19,29.0,65.1,7.72,63.2,0.77
Blackgram,19,54,19,32.3,52.5,7.91,66.0,0.81
Blackgram,15,46,28,36.0,56.6,7.1,66.9,0.83
Blackgram,16,42,28,27.1,63.5,7.63,76.4,0.82
Blackgram,18,41,26,24.6,63.3,7.45,58.3,0.83
Blackgram,20,57,22,25.9,65.6,6.41,76.0,0.87
Blackgram,15,39,25,32.5,71.7,7.07,61.4,0.78
Blackgram,15,42,23,35.3,52.9,7.67,64.9,0.8
Blackgram,12,32,24,35.6,62.4,7.14,62.7,0.82
Blackgram,27,47,15,31.0,57.0,6.5,57.8,0.85
Blackgram,17,44,18,35.8,69.5,7.93,61.7,0.82
Blackgram,13,46,29,30.7,58.8,7.07,54.9,0.86
Blackgram,14,25,21,32.7,62.4,6.34,78.1,0.74
Blackgram,20,47,25,24.7,73.5,6.61,56.0,0.82
Blackgram,22,38,20,28.6,70.2,6.75,72.0,0.79
Blackgram,13,59,14,35.1,66.8,7.58,54.4,0.75
Blackgram,14,44,18,32.7,52.3,6.87,55.7,0.76
Blackgram,20,49,28,26.8,69.7,6.3,59.2,0.89
Blackgram,15,56,20,34.9,72.6,7.52,67.3,0.84
Blackgram,23,55,18,26.8,67.6,7.99,63.1,0.89
Blackgram,25,33,25,28.2,62.0,7.45,72.8,0.87
Blackgram,24,30,17,28.9,54.9,6.58,75.6,0.78
Blackgram,28,52,27,25.1,75.3,7.11,59.5,0.9
Blackgram,23,33,20,29.1,71.5,7.79,74.6,0.83
Blackgram,20,43,25,34.8,71.9,7.27,54.5,0.81
Blackgram,25,53,20,31.2,53.2,6.76,64.3,0.88
Blackgram,21,27,17,31.3,65.4,7.89,60.2,0.78
Blackgram,19,34,13,28.3,58.6,7.34,63.4,0.79
Blackgram,20,31,19,26.9,55.8,7.4,66.4,0.77
Blackgram,14,49,13,32.4,61.7,6.27,73.2,0.79
Blackgram,19,39,21,30.6,77.9,6.6,63.1,0.78
Blackgram,16,53,19,30.0,57.5,7.1,76.7,0.84
Blackgram,23,49,27,24.1,71.7,6.44,78.5,0.88
Blackgram,17,37,29,29.9,76.2,7.96,54.6,0.8
Blackgram,26,53,21,34.6,64.6,7.99,75.9,0.88
Blackgram,14,27,25,27.4,77.3,7.69,61.3,0.76
Blackgram,17,25,15,27.0,63.8,7.68,57.2,0.79
Blackgram,24,59,27,25.0,63.2,7.2,66.9,0.9
Blackgram,26,37,15,34.0,56.7,8.16,66.5,0.8
Blackgram,28,43,23,31.1,66.1,7.14,66.9,0.86
Blackgram,18,34,20,27.5,53.8,6.37,62.0,0.8
Blackgram,29,50,22,32.3,57.5,8.1,81.5,0.87
Blackgram,29,40,24,28.0,77.8,7.38,81.3,0.82
Blackgram,28,43,12,25.8,59.2,6.74,81.0,0.79
Blackgram,23,39,26,28.2,55.1,8.24,78.5,0.82
Blackgram,26,29,14,35.1,74.6,8.15,56.1,0.77
Blackgram,24,36,16,24.4,60.2,6.94,60.7,0.77
Blackgram,14,47,17,27.0,57.5,7.58,66.4,0.82
Blackgram,28,50,28,24.8,62.8,6.73,72.0,0.88
Blackgram,27,39,27,33.6,54.7,6.57,71.4,0.87
Blackgram,21,54,22,29.9,71.7,6.97,55.7,0.82
Blackgram,24,35,23,30.1,65.4,6.88,64.6,0.84
Blackgram,27,27,28,26.0,74.2,6.5,72.9,0.8
Blackgram,28,57,21,30.5,63.3,8.12,55.5,0.9
Blackgram,23,38,28,31.3,71.8,7.2,59.2,0.83
Blackgram,24,43,17,34.6,60.5,6.29,55.6,0.78
Blackgram,24,53,21,34.4,64.0,7.75,76.0,0.83
Blackgram,25,57,16,29.2,61.9,6.75,66.3,0.89
Blackgram,28,51,22,25.6,76.6,7.8,73.5,0.83
Blackgram,15,41,19,24.3,58.3,8.27,54.6,0.77
Blackgram,22,54,20,25.0,71.3,7.56,65.5,0.82
Blackgram,16,47,18,34.4,71.7,7.64,80.4,0.79
Blackgram,18,39,15,31.8,74.3,7.1,77.6,0.8
Blackgram,25,26,18,28.1,61.3,6.59,70.3,0.85
Blackgram,26,32,23,33.9,56.4,8.12,63.8,0.82
Blackgram,28,35,15,27.1,71.8,6.84,80.8,0.79
Blackgram,28,43,25,32.4,57.8,7.09,70.1,0.91
Blackgram,20,26,14,29.0,77.2,8.18,69.0,0.75
Blackgram,22,47,27,28.8,68.8,6.96,60.7,0.89
Blackgram,27,38,12,35.6,59.2,8.06,72.7,0.82
Blackgram,20,51,16,32.5,68.2,7.61,56.3,0.8
Blackgram,23,37,20,32.3,52.8,7.03,72.3,0.79
Blackgram,24,34,17,34.1,69.6,6.46,62.0,0.78
Blackgram,21,25,22,27.9,53.5,7.67,57.9,0.77
Blackgram,29,45,13,25.4,70.8,6.32,68.1,0.85
Blackgram,15,32,18,30.6,53.4,7.3,78.6,0.81
Blackgram,13,48,29,28.4,57.7,7.93,66.8,0.81
Blackgram,19,25,23,29.4,56.3,6.27,75.3,0.78
Blackgram,19,46,24,28.4,70.1,8.06,70.2,0.83
Blackgram,21,44,23,28.5,61.6,6.82,78.6,0.85
Blackgram,24,38,22,31.6,63.5,6.91,62.6,0.88
Blackgram,27,56,22,31.5,76.5,6.4,73.2,0.9
Blackgram,28,30,28,35.3,75.2,7.51,75.4,0.84
Blackgram,26,27,23,25.2,53.7,6.52,71.5,0.8
Blackgram,28,42,24,27.8,53.6,7.83,60.0,0.86
Blackgram,20,38,23,27.1,57.3,7.79,68.4,0.8
Blackgram,29,31,25,32.2,58.3,6.32,74.1,0.81
Blackgram,29,55,17,32.8,56.5,7.79,59.8,0.83
Blackgram,23,52,12,27.0,56.6,7.9,73.9,0.85
Blackgram,18,54,15,29.7,60.2,7.65,69.9,0.81
Blackgram,26,46,16,25.6,75.7,6.45,60.8,0.8
Blackgram,12,44,22,35.5,72.3,6.77,59.9,0.83
Blackgram,29,34,21,28.4,53.8,7.78,60.2,0.84
Blackgram,24,56,19,29.0,56.8,7.89,60.9,0.82
Blackgram,14,25,15,25.0,70.1,6.3,59.9,0.72
Blackgram,14,45,17,24.4,68.1,6.23,80.3,0.78
Blackgram,21,27,19,28.9,73.0,6.37,58.7,0.79
Blackgram,24,55,13,25.8,69.4,6.97,59.6,0.83
Blackgram,26,32,20,25.8,71.8,7.47,78.4,0.81
Blackgram,29,59,24,32.3,53.8,6.14,67.6,0.89
Blackgram,24,56,14,25.4,65.2,6.75,75.1,0.82
Blackgram,27,28,25,33.4,52.6,6.66,78.5,0.86
Blackgram,17,37,12,29.9,58.7,7.78,68.5,0.77
Blackgram,26,42,18,32.4,61.3,7.11,77.8,0.81
Blackgram,26,51,16,28.7,73.7,8.19,72.4,0.84
Blackgram,13,47,27,32.9,72.0,8.04,63.0,0.84
Blackgram,29,58,29,33.1,66.9,7.79,64.7,0.86
Blackgram,19,41,12,31.1,59.3,7.98,79.3,0.82
Blackgram,19,46,27,25.6,71.9,7.12,60.3,0.8
Blackgram,14,48,21,24.1,52.7,8.09,67.9,0.78
Blackgram,13,39,16,26.6,57.6,7.75,55.2,0.75
Blackgram,21,42,17,32.4,70.0,7.47,69.4,0.84
Blackgram,16,36,25,34.1,64.8,7.96,58.3,0.79
Blackgram,21,49,24,30.6,60.8,6.8,61.9,0.89
Blackgram,16,51,28,35.5,72.3,8.11,80.6,0.83
Blackgram,15,51,19,30.5,75.6,7.18,69.3,0.82
Blackgram,22,47,15,26.9,52.4,6.63,61.4,0.79
Blackgram,18,35,19,33.6,65.4,8.16,74.5,0.78
Blackgram,19,42,14,24.5,57.9,6.87,66.8,0.77
Blackgram,20,38,14,28.3,59.8,6.36,68.4,0.82
Blackgram,16,27,20,30.5,70.4,7.64,73.7,0.82
Blackgram,13,43,14,27.7,75.9,8.02,77.8,0.73
Blackgram,21,30,25,24.3,60.7,7.48,63.6,0.81
Blackgram,18,34,25,30.0,58.4,6.67,68.2,0.86
Blackgram,26,54,16,29.4,77.7,6.55,76.3,0.87
Blackgram,24,47,18,35.9,74.0,7.01,64.0,0.82
Blackgram,12,59,27,25.1,76.8,6.42,71.9,0.82
Blackgram,15,32,21,33.6,64.3,6.39,61.7,0.76
Blackgram,27,58,20,34.5,57.4,6.62,76.1,0.84
Blackgram,26,26,22,34.1,68.4,7.83,55.0,0.78
Blackgram,13,50,22,28.9,75.9,7.29,64.2,0.79
Blackgram,19,49,17,34.7,72.1,6.71,54.9,0.8
Blackgram,16,34,27,35.5,73.1,7.61,55.3,0.77
Blackgram,21,44,24,30.9,74.8,7.87,57.8,0.84
Blackgram,18,34,25,29.1,60.6,6.3,58.2,0.83
Blackgram,24,54,24,28.2,63.3,6.48,67.3,0.84
Blackgram,12,39,28,34.7,75.1,6.26,73.9,0.83
Blackgram,16,35,22,33.4,70.1,6.52,63.1,0.78
Blackgram,14,39,16,26.7,56.2,7.7,62.0,0.78
Blackgram,25,49,24,24.6,54.4,7.32,54.7,0.88
Blackgram,14,49,17,31.9,63.7,7.71,80.3,0.78
Blackgram,27,55,26,35.3,59.8,7.63,62.1,0.91
Blackgram,15,49,23,34.7,58.4,7.79,73.8,0.84
Blackgram,28,56,16,26.6,56.4,7.14,68.9,0.85
Blackgram,19,42,29,25.5,57.4,7.02,79.4,0.82
Blackgram,17,40,24,25.2,54.2,6.4,68.5,0.83
Blackgram,29,54,27,35.5,77.0,7.25,72.8,0.89
Blackgram,13,50,12,32.7,55.1,6.38,81.3,0.75
Blackgram,19,33,24,25.0,54.7,7.21,70.2,0.78
Blackgram,22,37,17,32.8,59.9,6.58,79.4,0.82
Blackgram,25,43,22,31.8,60.7,6.64,73.7,0.89
Blackgram,24,58,22,34.1,70.9,6.24,66.9,0.87
Blackgram,28,47,18,26.1,76.2,7.74,58.7,0.85
Blackgram,22,26,29,33.1,62.6,7.38,70.0,0.85
Blackgram,24,39,12,30.5,61.4,6.56,74.0,0.85
Blackgram,27,47,18,24.8,60.0,7.56,75.0,0.81
Blackgram,14,50,27,26.3,77.8,7.92,67.2,0.85
